mirna_core_accession,mirna_id,study,comparison,log2_fold_change,padj,direction,base_mean,lfc_se,stat,pvalue,design,n_groups,reps_per_group,total_mirnas_before_prefilter,tested_mirnas_after_prefilter,prefilter_rule,fdr_threshold,significance_rule,confidence_class
84,Egr-miR165e,QIN-2021,DH201_stem_vs_DH201_callus,3.40626167859471,5.26883348462705e-22,up_in_DH201_stem,277690.802437429,0.346303270769626,9.83606557057522,7.87296957473007e-23,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
85,Egr-miR165f,QIN-2021,DH201_stem_vs_DH201_callus,3.40146504701754,5.26883348462705e-22,up_in_DH201_stem,278486.301014395,0.34557720515002,9.84285131173775,7.35949427610649e-23,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
45,Chr08_34494,QIN-2021,DH201_stem_vs_DH201_callus,-4.90352418195657,1.87537077705841e-21,up_in_DH201_callus,184.866643825886,0.50552298394815,-9.69990354080421,3.01783803204802e-22,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
89,Egr-miR396a,QIN-2021,DH201_stem_vs_DH201_callus,2.3593006183505,7.03467383915648e-20,up_in_DH201_stem,15220.4064861643,0.253450397872489,9.308727222979,1.29373311984487e-20,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
90,Egr-miR396c,QIN-2021,DH201_stem_vs_DH201_callus,2.3593006183505,7.03467383915648e-20,up_in_DH201_stem,15220.4064861643,0.253450397872489,9.308727222979,1.29373311984487e-20,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
51,Chr09_36718,QIN-2021,DH201_stem_vs_DH201_callus,-5.25337321791692,7.98707709196301e-20,up_in_DH201_callus,1614.80407657052,0.565932091231907,-9.28269186234253,1.652498708682e-20,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
61,scaffold_1630_46529,QIN-2021,DH201_stem_vs_DH201_callus,-5.25337321791692,7.98707709196301e-20,up_in_DH201_callus,1614.80407657052,0.565932091231907,-9.28269186234253,1.652498708682e-20,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
1,Chr01_850,QIN-2021,DH201_stem_vs_DH201_callus,-2.29230572297328,1.74916586893114e-15,up_in_DH201_callus,63545.5555526669,0.281467046595827,-8.14413534620599,3.82001741490708e-16,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
31,Chr06_24996,QIN-2021,DH201_stem_vs_DH201_callus,5.50568347772894,1.28060515060559e-14,up_in_DH201_stem,2337.44835359245,0.697517002856768,7.8932606017914,2.94391988644963e-15,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
9,Chr02_5754,QIN-2021,DH201_stem_vs_DH201_callus,-4.29696466300121,1.8914714518059e-12,up_in_DH201_callus,17048.4261391782,0.594039762550734,-7.23346303377163,4.70830652572234e-13,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
57,Chr11_41982,QIN-2021,DH201_stem_vs_DH201_callus,-4.29588282348329,1.8914714518059e-12,up_in_DH201_callus,17034.7545027969,0.594065769263665,-7.2313252938441,4.78303125744021e-13,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
64,scaffold_368_47485,QIN-2021,DH201_stem_vs_DH201_callus,-2.1311035741006,2.6476380366893e-12,up_in_DH201_callus,3299.54349955992,0.296834031852763,-7.17944489315726,6.9995028556154e-13,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
4,Chr01_1685,QIN-2021,DH201_stem_vs_DH201_callus,-2.13070616893023,2.88484716432807e-12,up_in_DH201_callus,3296.50276726211,0.297506824754538,-7.16187324673375,7.95819907400846e-13,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
13,Chr03_12134,QIN-2021,DH201_stem_vs_DH201_callus,-2.72639608122341,3.114434092471e-12,up_in_DH201_callus,918.749287196959,0.381540058951744,-7.14576626295546,8.94952325422702e-13,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
11,Chr03_9415,QIN-2021,DH201_stem_vs_DH201_callus,-1.15614049675592,2.21874240591155e-10,up_in_DH201_callus,4206.20039380182,0.177083677201687,-6.5287807155662,6.63072443145979e-11,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
59,Chr11_44314,QIN-2021,DH201_stem_vs_DH201_callus,-2.03443253377402,1.07237786241651e-09,up_in_DH201_callus,3631.30590974502,0.323816549114426,-6.28267004678354,3.32806922818916e-10,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
92,Egr-miR482b,QIN-2021,DH201_stem_vs_DH201_callus,-1.43645081096802,1.90420638344138e-09,up_in_DH201_callus,340831.275769418,0.232169033521058,-6.18709045380821,6.12848031452398e-10,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
19,Chr05_19934,QIN-2021,DH201_stem_vs_DH201_callus,9.26861703154693,8.54890524813117e-09,up_in_DH201_stem,77.8542897823154,1.56036438763791,5.94003369019324,2.84963508271039e-09,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
86,Egr-miR167a,QIN-2021,DH201_stem_vs_DH201_callus,-2.1668318954211,8.8899511569489e-09,up_in_DH201_callus,40985.6201525657,0.365521762348784,-5.9280516746729,3.0655003989479e-09,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
52,Chr09_37979,QIN-2021,DH201_stem_vs_DH201_callus,-2.49248237223869,4.50781675464915e-08,up_in_DH201_callus,96.4414838613334,0.4411619977514,-5.64981205303915,1.60623355625429e-08,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
88,Egr-miR167c,QIN-2021,DH201_stem_vs_DH201_callus,-2.1780446700288,5.82461586084313e-08,up_in_DH201_callus,38514.2741191437,0.388930196306394,-5.60009145783314,2.14238744306874e-08,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
8,Chr02_5696,QIN-2021,DH201_stem_vs_DH201_callus,3.65400169255544,1.56159338296151e-07,up_in_DH201_stem,40.106722209484,0.674033047768684,5.42110168730098,5.92328524571607e-08,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
17,Chr05_17624,QIN-2021,DH201_stem_vs_DH201_callus,1.47790918653122,2.34304202099246e-06,up_in_DH201_stem,21102.8142925511,0.301659332699253,4.89926558315587,9.61955434243177e-07,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
37,Chr07_28646,QIN-2021,DH201_stem_vs_DH201_callus,1.47980312796668,2.34304202099246e-06,up_in_DH201_stem,21144.9678814905,0.301500448584828,4.90812910863824,9.19493185798341e-07,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
55,Chr10_41575,QIN-2021,DH201_stem_vs_DH201_callus,1.48054777248677,2.34304202099246e-06,up_in_DH201_stem,21097.9575541427,0.302293066175738,4.89772323003286,9.69534629376189e-07,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
82,Egr-miR164a,QIN-2021,DH201_stem_vs_DH201_callus,1.67688251851095,5.01396809697869e-06,up_in_DH201_stem,2887.49656049301,0.353738650258628,4.74045603239833,2.13237723664611e-06,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
10,Chr02_8243,QIN-2021,DH201_stem_vs_DH201_callus,3.2452113170031,8.70458308931009e-05,up_in_DH201_stem,39.5300791431186,0.787826799564128,4.11919386189775,3.80200180912395e-05,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
18,Chr05_19932,QIN-2021,DH201_stem_vs_DH201_callus,4.74427159697947,0.000113291335140296,up_in_DH201_stem,262.941106644342,1.18064204999717,4.01838270709641,5.85989664518773e-05,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
20,Chr05_20206,QIN-2021,DH201_stem_vs_DH201_callus,4.74427159697947,0.000113291335140296,up_in_DH201_stem,262.941106644342,1.18064204999717,4.01838270709641,5.85989664518773e-05,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
21,Chr05_20208,QIN-2021,DH201_stem_vs_DH201_callus,4.74427159697947,0.000113291335140296,up_in_DH201_stem,262.941106644342,1.18064204999717,4.01838270709641,5.85989664518773e-05,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
22,Chr05_20214,QIN-2021,DH201_stem_vs_DH201_callus,4.74427159697947,0.000113291335140296,up_in_DH201_stem,262.941106644342,1.18064204999717,4.01838270709641,5.85989664518773e-05,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
24,Chr05_23089,QIN-2021,DH201_stem_vs_DH201_callus,4.74427159697947,0.000113291335140296,up_in_DH201_stem,262.941106644342,1.18064204999717,4.01838270709641,5.85989664518773e-05,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
65,scaffold_46_44237,QIN-2021,DH201_stem_vs_DH201_callus,4.74427159697947,0.000113291335140296,up_in_DH201_stem,262.941106644342,1.18064204999717,4.01838270709641,5.85989664518773e-05,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
66,scaffold_46_44239,QIN-2021,DH201_stem_vs_DH201_callus,4.74427159697947,0.000113291335140296,up_in_DH201_stem,262.941106644342,1.18064204999717,4.01838270709641,5.85989664518773e-05,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
98,Egr-miRN5668,QIN-2021,DH201_stem_vs_DH201_callus,-0.727929673440471,0.00250605373141087,up_in_DH201_callus,5047.05833030748,0.22673400923894,-3.2105006032569,0.00132503990396437,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
81,Egr-miR156o,QIN-2021,DH201_stem_vs_DH201_callus,-0.668662717489032,0.00575897094354284,up_in_DH201_callus,5404.52856029838,0.226164309053407,-2.95653509737088,0.00311116821087946,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
99,Egr-miRN5674,QIN-2021,DH201_stem_vs_DH201_callus,-1.01126625706855,0.00638466271740016,up_in_DH201_callus,8202.45679393071,0.34655858289719,-2.91802398490459,0.00352257253373802,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
35,Chr07_27909,QIN-2021,DH201_stem_vs_DH201_callus,1.07828193733025,0.00789210538156151,up_in_DH201_stem,84.368595494016,0.382491154388991,2.81910293860977,0.0048158071339066,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
71,Egr-miR156d,QIN-2021,DH201_stem_vs_DH201_callus,-0.635134412376637,0.00789210538156151,up_in_DH201_callus,5259.63485529143,0.226209522507511,-2.80772624130157,0.00498926202282624,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
72,Egr-miR156e,QIN-2021,DH201_stem_vs_DH201_callus,-0.635134412376637,0.00789210538156151,up_in_DH201_callus,5259.63485529143,0.226209522507511,-2.80772624130157,0.00498926202282624,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
73,Egr-miR156f,QIN-2021,DH201_stem_vs_DH201_callus,-0.635134412376637,0.00789210538156151,up_in_DH201_callus,5259.63485529143,0.226209522507511,-2.80772624130157,0.00498926202282624,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
74,Egr-miR156h,QIN-2021,DH201_stem_vs_DH201_callus,-0.635134412376637,0.00789210538156151,up_in_DH201_callus,5259.63485529143,0.226209522507511,-2.80772624130157,0.00498926202282624,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
75,Egr-miR156i,QIN-2021,DH201_stem_vs_DH201_callus,-0.635134412376637,0.00789210538156151,up_in_DH201_callus,5259.63485529143,0.226209522507511,-2.80772624130157,0.00498926202282624,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
76,Egr-miR156j,QIN-2021,DH201_stem_vs_DH201_callus,-0.635134412376637,0.00789210538156151,up_in_DH201_callus,5259.63485529143,0.226209522507511,-2.80772624130157,0.00498926202282624,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
39,Chr07_30134,QIN-2021,DH201_stem_vs_DH201_callus,5.19181374408137,0.00799758612900728,up_in_DH201_stem,9.16527785467897,1.85578861022398,2.79763207699327,0.00514787153131503,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
91,Egr-miR482a,QIN-2021,DH201_stem_vs_DH201_callus,-0.962462488371849,0.0157060178431494,up_in_DH201_callus,76913.7944730562,0.375093980115348,-2.56592358020748,0.0102901496213738,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
77,Egr-miR156k,QIN-2021,DH201_stem_vs_DH201_callus,0.70820743722632,0.0249395860908656,up_in_DH201_stem,16177.6637586474,0.295718889294638,2.39486709460992,0.0166263907272438,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
54,Chr10_41201,QIN-2021,DH201_stem_vs_DH201_callus,-2.1300730777285,0.0291581112658363,up_in_DH201_callus,12.7375516793704,0.913954864877342,-2.33061079883235,0.0197738915480959,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
16,Chr05_18368,QIN-2021,DH201_stem_vs_DH201_callus,0.804994574668973,0.0369320371315328,up_in_DH201_stem,376.931069710402,0.360306625096258,2.23419309720967,0.0254703704355398,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
23,Chr05_19036,QIN-2021,DH201_stem_vs_DH201_callus,0.92402651027196,0.0430730433513839,up_in_DH201_stem,257.542193353892,0.428856298836752,2.1546296808006,0.0311908244958297,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
29,Chr05_21615,QIN-2021,DH201_stem_vs_DH201_callus,0.92402651027196,0.0430730433513839,up_in_DH201_stem,257.542193353892,0.428856298836752,2.1546296808006,0.0311908244958297,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
42,Chr08_30632,QIN-2021,DH201_stem_vs_DH201_callus,-1.40245323028507,0.0430730433513839,up_in_DH201_callus,30.863483833276,0.648992345493527,-2.16097037202893,0.0306976281495812,"~ group",2,3_per_group,99,87,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
43,Chr08_31426,QIN-2021,GL9_callus_vs_DH201_callus,12.3098249624871,1.71219692208085e-21,up_in_GL9_callus,919.080392476433,1.23593864773002,9.9598996965552,2.28292922944113e-23,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
48,Chr08_35612,QIN-2021,GL9_callus_vs_DH201_callus,5.07242570443963,3.45700882468444e-17,up_in_GL9_callus,121.894528587455,0.57353136228396,8.84419935509687,9.21869019915852e-19,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
82,Egr-miR164a,QIN-2021,GL9_callus_vs_DH201_callus,2.47252120480479,1.23530212205811e-14,up_in_GL9_callus,3327.1581553641,0.304762905005908,8.11293357620695,4.94120848823243e-16,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
44,Chr08_33849,QIN-2021,GL9_callus_vs_DH201_callus,2.99713776761912,5.46311740808525e-13,up_in_GL9_callus,80.3693312566548,0.394251359694204,7.60209874721502,2.91366261764546e-14,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
45,Chr08_34494,QIN-2021,GL9_callus_vs_DH201_callus,-2.98762289508914,5.09350011302741e-12,up_in_DH201_callus,149.11218548618,0.410517620121325,-7.27769710397857,3.39566674201827e-13,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
41,Chr08_30829,QIN-2021,GL9_callus_vs_DH201_callus,3.35365551733402,1.11095598175661e-11,up_in_GL9_callus,56.9960333384409,0.469258056196554,7.14671910913195,8.8876478540529e-13,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
1,Chr01_850,QIN-2021,GL9_callus_vs_DH201_callus,-2.28621576820219,7.4986701631514e-09,up_in_DH201_callus,46853.4846184651,0.370770778886943,-6.1661163672753,6.99875881894131e-10,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
56,Chr10_40549,QIN-2021,GL9_callus_vs_DH201_callus,2.86223873628821,2.25066070853953e-07,up_in_GL9_callus,32.4559483760431,0.512916195269749,5.58032435451354,2.4007047557755e-08,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
23,Chr05_19036,QIN-2021,GL9_callus_vs_DH201_callus,-1.9055677719532,4.25968123297967e-06,up_in_DH201_callus,82.4304183464662,0.38097595128352,-5.00180592904429,5.67957497730623e-07,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
29,Chr05_21615,QIN-2021,GL9_callus_vs_DH201_callus,-1.9055677719532,4.25968123297967e-06,up_in_DH201_callus,82.4304183464662,0.38097595128352,-5.00180592904429,5.67957497730623e-07,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
53,Chr10_41135,QIN-2021,GL9_callus_vs_DH201_callus,-2.45007211358305,3.44429170893573e-05,up_in_DH201_callus,139.899752580707,0.536986554173524,-4.56263214514553,5.0516278397724e-06,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
60,Chr11_43106,QIN-2021,GL9_callus_vs_DH201_callus,1.79218222519146,0.000301571591205408,up_in_GL9_callus,685.324935255203,0.440996347213321,4.06393893399879,4.82514545928653e-05,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
6,Chr01_2889,QIN-2021,GL9_callus_vs_DH201_callus,1.80021156513524,0.000831564018226014,up_in_GL9_callus,211.410355652161,0.476206159636789,3.78031978105511,0.000156627058805382,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
7,Chr01_2891,QIN-2021,GL9_callus_vs_DH201_callus,1.80021156513524,0.000831564018226014,up_in_GL9_callus,211.410355652161,0.476206159636789,3.78031978105511,0.000156627058805382,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
16,Chr05_18368,QIN-2021,GL9_callus_vs_DH201_callus,1.67232082030964,0.000831564018226014,up_in_GL9_callus,420.025085164479,0.444133672605509,3.76535471967026,0.000166312803645203,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
87,Egr-miR167b,QIN-2021,GL9_callus_vs_DH201_callus,-1.19894364886182,0.00259946638411339,up_in_DH201_callus,345.571106831369,0.347225984302052,-3.45292029705605,0.000554552828610857,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
32,Chr06_24998,QIN-2021,GL9_callus_vs_DH201_callus,-1.71779093248837,0.00632301226988673,up_in_DH201_callus,566.274925578076,0.541665776410832,-3.17131154910827,0.00151752294477282,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
96,Egr-miRN5652,QIN-2021,GL9_callus_vs_DH201_callus,-1.71779093248837,0.00632301226988673,up_in_DH201_callus,566.274925578076,0.541665776410832,-3.17131154910827,0.00151752294477282,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
15,Chr03_14181,QIN-2021,GL9_callus_vs_DH201_callus,-3.16367036506877,0.00717698335839151,up_in_DH201_callus,1577.76130798194,1.01450719897348,-3.11843067084187,0.00181816911745918,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
98,Egr-miRN5668,QIN-2021,GL9_callus_vs_DH201_callus,-0.898788370102798,0.0231836510747905,up_in_DH201_callus,3546.91233825783,0.32827029815907,-2.73795215449943,0.00618230695327746,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
88,Egr-miR167c,QIN-2021,GL9_callus_vs_DH201_callus,-1.18148255448722,0.0252579836161646,up_in_DH201_callus,33666.0601444928,0.43865456555839,-2.69342358943246,0.00707223541252609,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
58,Chr11_42092,QIN-2021,GL9_callus_vs_DH201_callus,1.02414615122341,0.0346803219505228,up_in_GL9_callus,300.445215037208,0.398516519010629,2.56989635904175,0.01017289443882,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
54,Chr10_41201,QIN-2021,GL9_callus_vs_DH201_callus,-1.94145154417731,0.0353692935191027,up_in_DH201_callus,9.69803541621243,0.762069897475705,-2.5476029831492,0.0108465833458582,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
86,Egr-miR167a,QIN-2021,GL9_callus_vs_DH201_callus,-1.0283995129321,0.0439343363778966,up_in_DH201_callus,36984.4572787492,0.418771613693156,-2.4557526807097,0.0140589876409269,"~ group",2,3_per_group,99,79,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
1,Chr01_850,QIN-2021,GL9_stem_vs_DH201_stem,-5.90315925377726,3.79080099141333e-113,up_in_DH201_stem,16805.7640756732,0.258852018351955,-22.8051505696621,4.0761300982939e-115,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
23,Chr05_19036,QIN-2021,GL9_stem_vs_DH201_stem,-4.31366511146993,2.30199642441087e-29,up_in_DH201_stem,269.954479551954,0.373493922183534,-11.5494921209192,7.42579491745442e-31,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
29,Chr05_21615,QIN-2021,GL9_stem_vs_DH201_stem,-4.31366511146993,2.30199642441087e-29,up_in_DH201_stem,269.954479551954,0.373493922183534,-11.5494921209192,7.42579491745442e-31,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
49,Chr09_36711,QIN-2021,GL9_stem_vs_DH201_stem,3.75815911113133,6.37524159140818e-21,up_in_GL9_stem,225.908585578139,0.3870529377521,9.70967726781179,2.74203939415406e-22,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
31,Chr06_24996,QIN-2021,GL9_stem_vs_DH201_stem,-2.14626107355219,1.97516032332306e-13,up_in_DH201_stem,4355.51932620326,0.277595472129045,-7.73161412573209,1.06191415232422e-14,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
32,Chr06_24998,QIN-2021,GL9_stem_vs_DH201_stem,-2.74972040907425,4.21564033360891e-13,up_in_DH201_stem,1994.23759512293,0.362231557491187,-7.59105702473521,3.17306261669488e-14,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
96,Egr-miRN5652,QIN-2021,GL9_stem_vs_DH201_stem,-2.74972040907425,4.21564033360891e-13,up_in_DH201_stem,1994.23759512293,0.362231557491187,-7.59105702473521,3.17306261669488e-14,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
43,Chr08_31426,QIN-2021,GL9_stem_vs_DH201_stem,8.97049857095824,9.74213403711722e-12,up_in_GL9_stem,96.6221895444429,1.25377587241179,7.1547864082776,8.38033035450944e-13,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
9,Chr02_5754,QIN-2021,GL9_stem_vs_DH201_stem,1.93340801547466,4.36539088607171e-08,up_in_GL9_stem,6108.1236538906,0.32938425587779,5.86976451051749,4.36414567482347e-09,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
57,Chr11_41982,QIN-2021,GL9_stem_vs_DH201_stem,1.93082351797488,4.36539088607171e-08,up_in_GL9_stem,6098.79081881765,0.329622943507297,5.85767330826635,4.69396869470076e-09,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
11,Chr03_9415,QIN-2021,GL9_stem_vs_DH201_stem,1.5850268485637,1.03234576257206e-06,up_in_GL9_stem,8156.16782844743,0.299609123583856,5.29031569400814,1.2210541277734e-07,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
59,Chr11_44314,QIN-2021,GL9_stem_vs_DH201_stem,-1.45472708004624,1.92613612484268e-05,up_in_DH201_stem,1479.29390024214,0.30890326365448,-4.70932894277674,2.48533693528088e-06,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
47,Chr08_35572,QIN-2021,GL9_stem_vs_DH201_stem,-2.30595460301098,2.08819394247239e-05,up_in_DH201_stem,75.0997031732074,0.494711310820573,-4.66121261546681,3.14351776286166e-06,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
68,scaffold_60_44348,QIN-2021,GL9_stem_vs_DH201_stem,-2.30595460301098,2.08819394247239e-05,up_in_DH201_stem,75.0997031732074,0.494711310820573,-4.66121261546681,3.14351776286166e-06,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
