source,target,interaction_type,score,inhibition_type
scaffold_368_47485,Eucgr.J02056,miRNA-target,2.0,Cleavage
scaffold_60_44348,Eucgr.F01437,miRNA-target,2.0,Cleavage
scaffold_60_44348,Eucgr.F01437,miRNA-target,2.0,Cleavage
Chr01_1229,Eucgr.F03769,miRNA-target,2.5,Cleavage
Chr01_1229,Eucgr.L03490,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.E03165,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.E03165,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.E02654,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.E02654,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.E02654,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.J02225,miRNA-target,2.5,Cleavage
Chr01_1680,Eucgr.A02035,miRNA-target,2.5,Cleavage
Chr01_1685,Eucgr.F03307,miRNA-target,2.5,Cleavage
Chr01_1685,Eucgr.E02219,miRNA-target,2.5,Cleavage
Chr01_1685,Eucgr.H03134,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.H01176,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.E03165,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.E03165,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.E02654,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.E02654,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.E02654,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.J02225,miRNA-target,2.5,Cleavage
Chr01_1896,Eucgr.A02035,miRNA-target,2.5,Cleavage
Chr01_2889,Eucgr.G02369,miRNA-target,2.5,Cleavage
Chr01_2891,Eucgr.G02369,miRNA-target,2.5,Cleavage
Chr01_850,Eucgr.A02578,miRNA-target,2.5,Cleavage
Chr02_5696,Eucgr.G02729,miRNA-target,2.5,Cleavage
Chr02_5754,Eucgr.I00181,miRNA-target,2.5,Cleavage
Chr02_5754,Eucgr.H04081,miRNA-target,2.5,Translation
Chr02_5754,Eucgr.I00178,miRNA-target,2.5,Cleavage
Chr02_8243,Eucgr.L01638,miRNA-target,2.5,Cleavage
Chr02_8243,Eucgr.D01533,miRNA-target,2.5,Cleavage
Chr02_8243,Eucgr.D01249,miRNA-target,2.5,Cleavage
Chr03_12134,Eucgr.E01716,miRNA-target,2.5,Cleavage
Chr03_12134,Eucgr.E01716,miRNA-target,2.5,Cleavage
Chr03_12134,Eucgr.K00433,miRNA-target,2.5,Cleavage
Chr03_12134,Eucgr.K02742,miRNA-target,2.5,Cleavage
Chr03_12134,Eucgr.K02742,miRNA-target,2.5,Cleavage
Chr03_12134,Eucgr.K02742,miRNA-target,2.5,Cleavage
Chr03_12134,Eucgr.K02742,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.B03583,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.F00398,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.F00398,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.F02083,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.F02079,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.F02074,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.F02074,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.A02570,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.A02570,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.C02067,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.C02055,miRNA-target,2.5,Cleavage
Chr03_12234,Eucgr.C02055,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.B03583,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.F00398,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.F00398,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.F02083,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.F02079,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.F02074,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.F02074,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.A02570,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.A02570,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.C02067,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.C02055,miRNA-target,2.5,Cleavage
Chr03_14086,Eucgr.C02055,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.B03583,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.F02083,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.F02079,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.F02074,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.F02074,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.A02570,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.A02570,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.C02067,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.C02055,miRNA-target,2.5,Cleavage
Chr03_14181,Eucgr.C02055,miRNA-target,2.5,Cleavage
Chr03_9415,Eucgr.G01978,miRNA-target,2.5,Cleavage
Chr03_9415,Eucgr.C01728,miRNA-target,2.5,Cleavage
Chr03_9415,Eucgr.C01543,miRNA-target,2.5,Translation
Chr03_9415,Eucgr.C01822,miRNA-target,2.5,Translation
Chr03_9415,Eucgr.L01986,miRNA-target,2.5,Translation
Chr03_9415,Eucgr.B03640,miRNA-target,2.5,Cleavage
Chr03_9415,Eucgr.B03640,miRNA-target,2.5,Cleavage
Chr05_18368,Eucgr.K02341,miRNA-target,2.5,Cleavage
Chr05_18368,Eucgr.K02752,miRNA-target,2.5,Cleavage
Chr05_18368,Eucgr.C03562,miRNA-target,2.5,Cleavage
Chr05_18368,Eucgr.G00160,miRNA-target,2.5,Cleavage
Chr05_18368,Eucgr.E00473,miRNA-target,2.5,Cleavage
Chr05_19932,Eucgr.E00524,miRNA-target,2.5,Cleavage
Chr05_19932,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_19932,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_19932,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_19934,Eucgr.L03008,miRNA-target,2.5,Cleavage
Chr05_19934,Eucgr.H04148,miRNA-target,2.5,Cleavage
Chr05_19934,Eucgr.E04225,miRNA-target,2.5,Cleavage
Chr05_19934,Eucgr.J02380,miRNA-target,2.5,Cleavage
Chr05_20206,Eucgr.E00524,miRNA-target,2.5,Cleavage
Chr05_20206,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_20206,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_20206,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_20208,Eucgr.E00524,miRNA-target,2.5,Cleavage
Chr05_20208,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_20208,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_20208,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_20214,Eucgr.E00524,miRNA-target,2.5,Cleavage
Chr05_20214,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_20214,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_20214,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_23089,Eucgr.E00524,miRNA-target,2.5,Cleavage
Chr05_23089,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_23089,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_23089,Eucgr.D00620,miRNA-target,2.5,Cleavage
Chr05_23094,Eucgr.G03015,miRNA-target,2.5,Translation
Chr05_23094,Eucgr.K03194,miRNA-target,2.5,Cleavage
Chr05_23094,Eucgr.K03192,miRNA-target,2.5,Cleavage
Chr05_23096,Eucgr.G03015,miRNA-target,2.5,Translation
Chr05_23096,Eucgr.K03194,miRNA-target,2.5,Cleavage
Chr05_23096,Eucgr.K03192,miRNA-target,2.5,Cleavage
Chr05_23098,Eucgr.G03015,miRNA-target,2.5,Translation
Chr05_23098,Eucgr.K03194,miRNA-target,2.5,Cleavage
Chr05_23098,Eucgr.K03192,miRNA-target,2.5,Cleavage
Chr05_23099,Eucgr.I02520,miRNA-target,2.5,Cleavage
Chr05_23099,Eucgr.I02520,miRNA-target,2.5,Cleavage
Chr05_23099,Eucgr.I02520,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.K01820,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.I01926,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.I01926,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.E03314,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.K01818,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.E02928,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.K01212,miRNA-target,2.5,Translation
Chr06_22113,Eucgr.E02760,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.A00530,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.A00530,miRNA-target,2.5,Cleavage
Chr06_22113,Eucgr.E03040,miRNA-target,2.5,Cleavage
Chr06_24996,Eucgr.C02463,miRNA-target,2.5,Cleavage
Chr06_24996,Eucgr.C02304,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.C01781,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.B00245,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.B00245,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.K02930,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.G01750,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.G01750,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.C04198,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.G02361,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.G02361,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.G02361,miRNA-target,2.5,Cleavage
Chr07_27100,Eucgr.G02361,miRNA-target,2.5,Cleavage
Chr07_27268,Eucgr.H03360,miRNA-target,2.5,Cleavage
Chr07_27268,Eucgr.H03360,miRNA-target,2.5,Cleavage
Chr07_27909,Eucgr.H02630,miRNA-target,2.5,Cleavage
Chr07_27909,Eucgr.F03560,miRNA-target,2.5,Cleavage
Chr07_27909,Eucgr.C01267,miRNA-target,2.5,Cleavage
Chr07_28550,Eucgr.E03741,miRNA-target,2.5,Cleavage
Chr07_30125,Eucgr.F02927,miRNA-target,2.5,Cleavage
Chr07_30125,Eucgr.A00552,miRNA-target,2.5,Cleavage
Chr07_30134,Eucgr.H03408,miRNA-target,2.5,Cleavage
Chr07_30134,Eucgr.K03578,miRNA-target,2.5,Cleavage
Chr07_30134,Eucgr.B03889,miRNA-target,2.5,Cleavage
Chr07_30134,Eucgr.B03888,miRNA-target,2.5,Cleavage
Chr07_30134,Eucgr.E01332,miRNA-target,2.5,Cleavage
Chr08_30381,Eucgr.H00247,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.E02004,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.L00700,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.C02567,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.F03913,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.B00007,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.C02570,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.L01982,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.C02701,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.H00875,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.H00677,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.F04172,miRNA-target,2.5,Cleavage
Chr08_31426,Eucgr.E01880,miRNA-target,2.5,Cleavage
Chr08_34494,Eucgr.H03761,miRNA-target,2.5,Cleavage
Chr08_34494,Eucgr.I02287,miRNA-target,2.5,Cleavage
Chr08_34494,Eucgr.B00403,miRNA-target,2.5,Cleavage
Chr08_34494,Eucgr.E04239,miRNA-target,2.5,Cleavage
Chr08_34494,Eucgr.I02286,miRNA-target,2.5,Cleavage
Chr08_34494,Eucgr.H01273,miRNA-target,2.5,Cleavage
Chr08_34702,Eucgr.H03411,miRNA-target,2.5,Cleavage
Chr08_34702,Eucgr.B03469,miRNA-target,2.5,Cleavage
Chr08_35572,Eucgr.C02886,miRNA-target,2.5,Cleavage
Chr08_35572,Eucgr.F01432,miRNA-target,2.5,Cleavage
Chr08_35572,Eucgr.A02648,miRNA-target,2.5,Cleavage
Chr08_35572,Eucgr.B02209,miRNA-target,2.5,Cleavage
Chr08_35612,Eucgr.K02431,miRNA-target,2.5,Cleavage
Chr08_35612,Eucgr.C02326,miRNA-target,2.5,Cleavage
Chr09_36714,Eucgr.D02440,miRNA-target,2.5,Cleavage
Chr09_36714,Eucgr.D02626,miRNA-target,2.5,Cleavage
Chr09_36714,Eucgr.D02626,miRNA-target,2.5,Cleavage
Chr09_36714,Eucgr.D02626,miRNA-target,2.5,Cleavage
Chr09_36714,Eucgr.C00281,miRNA-target,2.5,Cleavage
Chr09_36714,Eucgr.F00608,miRNA-target,2.5,Cleavage
Chr09_36714,Eucgr.F04034,miRNA-target,2.5,Cleavage
Chr09_36714,Eucgr.F04034,miRNA-target,2.5,Cleavage
Chr09_36718,Eucgr.F04341,miRNA-target,2.5,Cleavage
Chr09_36718,Eucgr.F04341,miRNA-target,2.5,Cleavage
Chr09_36718,Eucgr.J00484,miRNA-target,2.5,Cleavage
Chr10_40549,Eucgr.K01669,miRNA-target,2.5,Cleavage
Chr10_40549,Eucgr.K01669,miRNA-target,2.5,Cleavage
Chr10_40549,Eucgr.K01669,miRNA-target,2.5,Cleavage
Chr10_40549,Eucgr.B02388,miRNA-target,2.5,Cleavage
Chr10_40549,Eucgr.C00432,miRNA-target,2.5,Cleavage
Chr10_40549,Eucgr.D01196,miRNA-target,2.5,Cleavage
Chr10_41135,Eucgr.B00651,miRNA-target,2.5,Cleavage
Chr10_41135,Eucgr.L03586,miRNA-target,2.5,Translation
Chr10_41135,Eucgr.K02803,miRNA-target,2.5,Cleavage
Chr10_41201,Eucgr.C03347,miRNA-target,2.5,Cleavage
Chr10_41201,Eucgr.C03521,miRNA-target,2.5,Cleavage
Chr10_41201,Eucgr.C03337,miRNA-target,2.5,Cleavage
Chr10_41201,Eucgr.C03507,miRNA-target,2.5,Cleavage
Chr10_41201,Eucgr.C03535,miRNA-target,2.5,Cleavage
Chr10_41201,Eucgr.C03354,miRNA-target,2.5,Cleavage
Chr10_41201,Eucgr.C03537,miRNA-target,2.5,Cleavage
Chr10_41201,Eucgr.C03488,miRNA-target,2.5,Cleavage
Chr11_41982,Eucgr.I00181,miRNA-target,2.5,Cleavage
Chr11_41982,Eucgr.H04081,miRNA-target,2.5,Translation
Chr11_41982,Eucgr.I00178,miRNA-target,2.5,Cleavage
Chr11_44314,Eucgr.C03702,miRNA-target,2.5,Cleavage
Chr11_44314,Eucgr.C03702,miRNA-target,2.5,Cleavage
Chr11_44314,Eucgr.C03702,miRNA-target,2.5,Cleavage
Egr-miR156a,Eucgr.F03545,miRNA-target,2.5,Cleavage
Egr-miR156a,Eucgr.F02583,miRNA-target,2.5,Translation
Egr-miR156a,Eucgr.E01777,miRNA-target,2.5,Cleavage
Egr-miR156a,Eucgr.D01633,miRNA-target,2.5,Cleavage
Egr-miR156a,Eucgr.D01636,miRNA-target,2.5,Cleavage
Egr-miR156b,Eucgr.F03545,miRNA-target,2.5,Cleavage
Egr-miR156b,Eucgr.F02583,miRNA-target,2.5,Translation
Egr-miR156b,Eucgr.E01777,miRNA-target,2.5,Cleavage
Egr-miR156b,Eucgr.D01633,miRNA-target,2.5,Cleavage
Egr-miR156b,Eucgr.D01636,miRNA-target,2.5,Cleavage
Egr-miR156d,Eucgr.G03188,miRNA-target,2.5,Cleavage
Egr-miR156d,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156d,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156d,Eucgr.F03545,miRNA-target,2.5,Cleavage
Egr-miR156e,Eucgr.G03188,miRNA-target,2.5,Cleavage
Egr-miR156e,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156e,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156e,Eucgr.F03545,miRNA-target,2.5,Cleavage
Egr-miR156f,Eucgr.G03188,miRNA-target,2.5,Cleavage
Egr-miR156f,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156f,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156f,Eucgr.F03545,miRNA-target,2.5,Cleavage
Egr-miR156h,Eucgr.G03188,miRNA-target,2.5,Cleavage
Egr-miR156h,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156h,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156h,Eucgr.F03545,miRNA-target,2.5,Cleavage
Egr-miR156i,Eucgr.G03188,miRNA-target,2.5,Cleavage
Egr-miR156i,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156i,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156i,Eucgr.F03545,miRNA-target,2.5,Cleavage
Egr-miR156j,Eucgr.G03188,miRNA-target,2.5,Cleavage
Egr-miR156j,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156j,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156j,Eucgr.F03545,miRNA-target,2.5,Cleavage
Egr-miR156k,Eucgr.B03578,miRNA-target,2.5,Cleavage
Egr-miR156k,Eucgr.K00600,miRNA-target,2.5,Cleavage
Egr-miR156k,Eucgr.K00600,miRNA-target,2.5,Cleavage
Egr-miR156k,Eucgr.K00600,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.B03518,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.K01046,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.K01046,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.K01046,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.K02708,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.D02505,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.K02708,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.K02708,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.B00631,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.K02545,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.K02545,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.F01108,miRNA-target,2.5,Cleavage
Egr-miR156l,Eucgr.G02780,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.B03518,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.K01046,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.K01046,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.K01046,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.K02708,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.D02505,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.K02708,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.K02708,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.B00631,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.K02545,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.K02545,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.F01108,miRNA-target,2.5,Cleavage
Egr-miR156m,Eucgr.G02780,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.B03518,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.K01046,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.K01046,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.K01046,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.K02708,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.D02505,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.K02708,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.K02708,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.B00631,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.K02545,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.K02545,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.F01108,miRNA-target,2.5,Cleavage
Egr-miR156n,Eucgr.G02780,miRNA-target,2.5,Cleavage
Egr-miR156o,Eucgr.F03545,miRNA-target,2.5,Cleavage
Egr-miR156o,Eucgr.G03188,miRNA-target,2.5,Cleavage
Egr-miR156o,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR156o,Eucgr.C00100,miRNA-target,2.5,Cleavage
Egr-miR164a,Eucgr.F00427,miRNA-target,2.5,Cleavage
Egr-miR164a,Eucgr.F00427,miRNA-target,2.5,Cleavage
Egr-miR165b,Eucgr.L03240,miRNA-target,2.5,Cleavage
Egr-miR165e,Eucgr.L03240,miRNA-target,2.5,Cleavage
Egr-miR165f,Eucgr.L03240,miRNA-target,2.5,Cleavage
Egr-miR167a,Eucgr.H00555,miRNA-target,2.5,Cleavage
Egr-miR167a,Eucgr.A01782,miRNA-target,2.5,Cleavage
Egr-miR167a,Eucgr.F03026,miRNA-target,2.5,Cleavage
Egr-miR167b,Eucgr.A01782,miRNA-target,2.5,Cleavage
Egr-miR167c,Eucgr.H00555,miRNA-target,2.5,Cleavage
Egr-miR167c,Eucgr.F03026,miRNA-target,2.5,Cleavage
Egr-miR167c,Eucgr.A01782,miRNA-target,2.5,Cleavage
Egr-miR396a,Eucgr.B01131,miRNA-target,2.5,Cleavage
Egr-miR396a,Eucgr.B01484,miRNA-target,2.5,Cleavage
Egr-miR396a,Eucgr.G00948,miRNA-target,2.5,Cleavage
Egr-miR396a,Eucgr.K01496,miRNA-target,2.5,Cleavage
Egr-miR396a,Eucgr.A02958,miRNA-target,2.5,Cleavage
Egr-miR396a,Eucgr.F01852,miRNA-target,2.5,Cleavage
Egr-miR396c,Eucgr.B01131,miRNA-target,2.5,Cleavage
Egr-miR396c,Eucgr.B01484,miRNA-target,2.5,Cleavage
Egr-miR396c,Eucgr.G00948,miRNA-target,2.5,Cleavage
Egr-miR396c,Eucgr.K01496,miRNA-target,2.5,Cleavage
Egr-miR396c,Eucgr.A02958,miRNA-target,2.5,Cleavage
Egr-miR396c,Eucgr.F01852,miRNA-target,2.5,Cleavage
Egr-miR482a,Eucgr.E02243,miRNA-target,2.5,Cleavage
Egr-miR482a,Eucgr.E02164,miRNA-target,2.5,Cleavage
Egr-miR482a,Eucgr.E02926,miRNA-target,2.5,Cleavage
Egr-miR482a,Eucgr.H02164,miRNA-target,2.5,Cleavage
Egr-miR482a,Eucgr.C03195,miRNA-target,2.5,Translation
Egr-miR482a,Eucgr.C03195,miRNA-target,2.5,Translation
Egr-miR482a,Eucgr.C03195,miRNA-target,2.5,Translation
Egr-miR482a,Eucgr.C03195,miRNA-target,2.5,Translation
Egr-miR482a,Eucgr.C03195,miRNA-target,2.5,Translation
Egr-miR482a,Eucgr.C03195,miRNA-target,2.5,Translation
Egr-miR482a,Eucgr.C03195,miRNA-target,2.5,Translation
Egr-miR482a,Eucgr.C03469,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.A01549,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.H03785,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.H03785,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.E00715,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.F00551,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.I02496,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.F02986,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.G03275,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.E03804,miRNA-target,2.5,Cleavage
Egr-miR482b,Eucgr.C01830,miRNA-target,2.5,Translation
Egr-miR482b,Eucgr.A02363,miRNA-target,2.5,Cleavage
Egr-miR535a,Eucgr.B01596,miRNA-target,2.5,Cleavage
Egr-miR535a,Eucgr.F00717,miRNA-target,2.5,Cleavage
Egr-miR535b,Eucgr.B01596,miRNA-target,2.5,Cleavage
Egr-miR535b,Eucgr.F00717,miRNA-target,2.5,Cleavage
Egr-miRN5651,Eucgr.B01315,miRNA-target,2.5,Cleavage
Egr-miRN5651,Eucgr.B01314,miRNA-target,2.5,Cleavage
Egr-miRN5651,Eucgr.L01631,miRNA-target,2.5,Cleavage
Egr-miRN5654,Eucgr.F02649,miRNA-target,2.5,Translation
Egr-miRN5654,Eucgr.B01463,miRNA-target,2.5,Cleavage
Egr-miRN5654,Eucgr.B01463,miRNA-target,2.5,Cleavage
Egr-miRN5654,Eucgr.B01463,miRNA-target,2.5,Cleavage
Egr-miRN5654,Eucgr.B01463,miRNA-target,2.5,Cleavage
Egr-miRN5674,Eucgr.G01074,miRNA-target,2.5,Cleavage
Egr-miRN5674,Eucgr.G01758,miRNA-target,2.5,Cleavage
Egr-miRN5674,Eucgr.H03479,miRNA-target,2.5,Cleavage
scaffold_1630_46529,Eucgr.F04341,miRNA-target,2.5,Cleavage
scaffold_1630_46529,Eucgr.F04341,miRNA-target,2.5,Cleavage
scaffold_1630_46529,Eucgr.J00484,miRNA-target,2.5,Cleavage
scaffold_233_45604,Eucgr.H04669,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.H01176,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.H01176,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.H01176,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.H01176,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.H01176,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.E03165,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.E03165,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.E02654,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.E02654,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.E02654,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.J02225,miRNA-target,2.5,Cleavage
scaffold_368_45308,Eucgr.A02035,miRNA-target,2.5,Cleavage
scaffold_368_47485,Eucgr.F03307,miRNA-target,2.5,Cleavage
scaffold_368_47485,Eucgr.E02219,miRNA-target,2.5,Cleavage
scaffold_368_47485,Eucgr.H03134,miRNA-target,2.5,Cleavage
scaffold_46_44237,Eucgr.E00524,miRNA-target,2.5,Cleavage
scaffold_46_44237,Eucgr.D00620,miRNA-target,2.5,Cleavage
scaffold_46_44237,Eucgr.D00620,miRNA-target,2.5,Cleavage
