mirna_core_accession,mirna_id,srr_accession,study_id,tissue,genotype,condition,replicate,raw_count,cpm
19,Chr05_19934,SRR11749596,1,stem,GL9,,2,176.0,10.8211
19,Chr05_19934,SRR11749597,1,stem,GL9,,1,156.0,11.483
19,Chr05_19934,SRR11749601,1,stem,DH201-2,,3,261.0,17.2498
19,Chr05_19934,SRR11749603,1,callus,GL9,,2,2.0,0.1608
19,Chr05_19934,SRR11749604,1,stem,DH201-2,,2,105.0,7.102
19,Chr05_19934,SRR11749605,1,stem,DH201-2,,1,271.0,16.7338
19,Chr05_19934,SRR5433935,4,leaves,,,1,2.0,0.1389
20,Chr05_20206,SRR11749594,1,callus,GL9,,1,2.0,0.1473
20,Chr05_20206,SRR11749595,1,stem,GL9,,3,1441.0,89.6496
20,Chr05_20206,SRR11749596,1,stem,GL9,,2,2700.0,166.0057
20,Chr05_20206,SRR11749597,1,stem,GL9,,1,1969.0,144.9364
20,Chr05_20206,SRR11749598,1,callus,DH201-2,,3,1.0,0.0794
20,Chr05_20206,SRR11749599,1,callus,DH201-2,,2,45.0,3.3824
20,Chr05_20206,SRR11749600,1,callus,DH201-2,,1,3.0,0.2326
20,Chr05_20206,SRR11749601,1,stem,DH201-2,,3,681.0,45.0081
20,Chr05_20206,SRR11749602,1,callus,GL9,,3,5.0,0.345
20,Chr05_20206,SRR11749603,1,callus,GL9,,2,3.0,0.2413
20,Chr05_20206,SRR11749604,1,stem,DH201-2,,2,421.0,28.4757
20,Chr05_20206,SRR11749605,1,stem,DH201-2,,1,1020.0,62.9832
20,Chr05_20206,SRR5433935,4,leaves,,,1,2.0,0.1389
21,Chr05_20208,SRR11749594,1,callus,GL9,,1,2.0,0.1473
21,Chr05_20208,SRR11749595,1,stem,GL9,,3,1441.0,89.6496
21,Chr05_20208,SRR11749596,1,stem,GL9,,2,2700.0,166.0057
21,Chr05_20208,SRR11749597,1,stem,GL9,,1,1969.0,144.9364
21,Chr05_20208,SRR11749598,1,callus,DH201-2,,3,1.0,0.0794
21,Chr05_20208,SRR11749599,1,callus,DH201-2,,2,45.0,3.3824
21,Chr05_20208,SRR11749600,1,callus,DH201-2,,1,3.0,0.2326
21,Chr05_20208,SRR11749601,1,stem,DH201-2,,3,681.0,45.0081
21,Chr05_20208,SRR11749602,1,callus,GL9,,3,5.0,0.345
21,Chr05_20208,SRR11749603,1,callus,GL9,,2,3.0,0.2413
21,Chr05_20208,SRR11749604,1,stem,DH201-2,,2,421.0,28.4757
21,Chr05_20208,SRR11749605,1,stem,DH201-2,,1,1020.0,62.9832
21,Chr05_20208,SRR5433935,4,leaves,,,1,2.0,0.1389
22,Chr05_20214,SRR11749594,1,callus,GL9,,1,2.0,0.1473
22,Chr05_20214,SRR11749595,1,stem,GL9,,3,1441.0,89.6496
22,Chr05_20214,SRR11749596,1,stem,GL9,,2,2700.0,166.0057
22,Chr05_20214,SRR11749597,1,stem,GL9,,1,1969.0,144.9364
22,Chr05_20214,SRR11749598,1,callus,DH201-2,,3,1.0,0.0794
22,Chr05_20214,SRR11749599,1,callus,DH201-2,,2,45.0,3.3824
22,Chr05_20214,SRR11749600,1,callus,DH201-2,,1,3.0,0.2326
22,Chr05_20214,SRR11749601,1,stem,DH201-2,,3,681.0,45.0081
22,Chr05_20214,SRR11749602,1,callus,GL9,,3,5.0,0.345
22,Chr05_20214,SRR11749603,1,callus,GL9,,2,3.0,0.2413
22,Chr05_20214,SRR11749604,1,stem,DH201-2,,2,421.0,28.4757
22,Chr05_20214,SRR11749605,1,stem,DH201-2,,1,1020.0,62.9832
22,Chr05_20214,SRR5433935,4,leaves,,,1,2.0,0.1389
29,Chr05_21615,SRR11749594,1,callus,GL9,,1,40.0,2.9459
29,Chr05_21615,SRR11749595,1,stem,GL9,,3,24.0,1.4931
29,Chr05_21615,SRR11749596,1,stem,GL9,,2,28.0,1.7215
29,Chr05_21615,SRR11749597,1,stem,GL9,,1,35.0,2.5763
29,Chr05_21615,SRR11749598,1,callus,DH201-2,,3,138.0,10.958
29,Chr05_21615,SRR11749599,1,callus,DH201-2,,2,121.0,9.0949
29,Chr05_21615,SRR11749600,1,callus,DH201-2,,1,122.0,9.461
29,Chr05_21615,SRR11749601,1,stem,DH201-2,,3,560.0,37.0111
29,Chr05_21615,SRR11749602,1,callus,GL9,,3,41.0,2.8291
29,Chr05_21615,SRR11749603,1,callus,GL9,,2,29.0,2.3321
29,Chr05_21615,SRR11749604,1,stem,DH201-2,,2,453.0,30.6401
29,Chr05_21615,SRR11749605,1,stem,DH201-2,,1,406.0,25.0698
29,Chr05_21615,SRR14138141,3,stem,,tension_wood,1,4.0,0.8079
29,Chr05_21615,SRR14138142,3,stem,,opposite_wood,1,2.0,0.4255
29,Chr05_21615,SRR14138144,3,stem,,tension_wood,2,5.0,0.9179
29,Chr05_21615,SRR14138145,3,stem,,opposite_wood,2,5.0,1.3477
29,Chr05_21615,SRR14138146,3,stem,,unbent_control,2,2.0,0.4438
29,Chr05_21615,SRR5433935,4,leaves,,,1,156.0,10.8327
29,Chr05_21615,SRR5433936,4,stem,,,1,43.0,1.9074
24,Chr05_23089,SRR11749594,1,callus,GL9,,1,2.0,0.1473
24,Chr05_23089,SRR11749595,1,stem,GL9,,3,1441.0,89.6496
24,Chr05_23089,SRR11749596,1,stem,GL9,,2,2700.0,166.0057
24,Chr05_23089,SRR11749597,1,stem,GL9,,1,1969.0,144.9364
24,Chr05_23089,SRR11749598,1,callus,DH201-2,,3,1.0,0.0794
24,Chr05_23089,SRR11749599,1,callus,DH201-2,,2,45.0,3.3824
24,Chr05_23089,SRR11749600,1,callus,DH201-2,,1,3.0,0.2326
24,Chr05_23089,SRR11749601,1,stem,DH201-2,,3,681.0,45.0081
24,Chr05_23089,SRR11749602,1,callus,GL9,,3,5.0,0.345
24,Chr05_23089,SRR11749603,1,callus,GL9,,2,3.0,0.2413
24,Chr05_23089,SRR11749604,1,stem,DH201-2,,2,421.0,28.4757
24,Chr05_23089,SRR11749605,1,stem,DH201-2,,1,1020.0,62.9832
24,Chr05_23089,SRR5433935,4,leaves,,,1,2.0,0.1389
25,Chr05_23094,SRR11749595,1,stem,GL9,,3,26.0,1.6176
25,Chr05_23094,SRR11749596,1,stem,GL9,,2,42.0,2.5823
25,Chr05_23094,SRR11749597,1,stem,GL9,,1,69.0,5.079
25,Chr05_23094,SRR11749600,1,callus,DH201-2,,1,1.0,0.0775
25,Chr05_23094,SRR11749601,1,stem,DH201-2,,3,10.0,0.6609
25,Chr05_23094,SRR11749602,1,callus,GL9,,3,3.0,0.207
25,Chr05_23094,SRR11749604,1,stem,DH201-2,,2,3.0,0.2029
25,Chr05_23094,SRR11749605,1,stem,DH201-2,,1,8.0,0.494
26,Chr05_23096,SRR11749595,1,stem,GL9,,3,26.0,1.6176
26,Chr05_23096,SRR11749596,1,stem,GL9,,2,42.0,2.5823
26,Chr05_23096,SRR11749597,1,stem,GL9,,1,69.0,5.079
26,Chr05_23096,SRR11749600,1,callus,DH201-2,,1,1.0,0.0775
26,Chr05_23096,SRR11749601,1,stem,DH201-2,,3,10.0,0.6609
26,Chr05_23096,SRR11749602,1,callus,GL9,,3,3.0,0.207
26,Chr05_23096,SRR11749604,1,stem,DH201-2,,2,3.0,0.2029
26,Chr05_23096,SRR11749605,1,stem,DH201-2,,1,8.0,0.494
27,Chr05_23098,SRR11749595,1,stem,GL9,,3,26.0,1.6176
27,Chr05_23098,SRR11749596,1,stem,GL9,,2,42.0,2.5823
27,Chr05_23098,SRR11749597,1,stem,GL9,,1,69.0,5.079
27,Chr05_23098,SRR11749600,1,callus,DH201-2,,1,1.0,0.0775
27,Chr05_23098,SRR11749601,1,stem,DH201-2,,3,10.0,0.6609
27,Chr05_23098,SRR11749602,1,callus,GL9,,3,3.0,0.207
27,Chr05_23098,SRR11749604,1,stem,DH201-2,,2,3.0,0.2029
27,Chr05_23098,SRR11749605,1,stem,DH201-2,,1,8.0,0.494
28,Chr05_23099,SRR11749594,1,callus,GL9,,1,86.0,6.3337
28,Chr05_23099,SRR11749595,1,stem,GL9,,3,1264.0,78.6378
28,Chr05_23099,SRR11749596,1,stem,GL9,,2,1936.0,119.0322
28,Chr05_23099,SRR11749597,1,stem,GL9,,1,848.0,62.4205
28,Chr05_23099,SRR11749598,1,callus,DH201-2,,3,17.0,1.3499
28,Chr05_23099,SRR11749599,1,callus,DH201-2,,2,841.0,63.2135
28,Chr05_23099,SRR11749600,1,callus,DH201-2,,1,23.0,1.7836
28,Chr05_23099,SRR11749601,1,stem,DH201-2,,3,1150.0,76.0049
28,Chr05_23099,SRR11749602,1,callus,GL9,,3,78.0,5.3822
28,Chr05_23099,SRR11749603,1,callus,GL9,,2,43.0,3.458
28,Chr05_23099,SRR11749604,1,stem,DH201-2,,2,537.0,36.3217
28,Chr05_23099,SRR11749605,1,stem,DH201-2,,1,1556.0,96.0802
30,Chr06_22113,SRR11749594,1,callus,GL9,,1,1.0,0.0736
30,Chr06_22113,SRR11749595,1,stem,GL9,,3,3.0,0.1866
30,Chr06_22113,SRR11749596,1,stem,GL9,,2,2.0,0.123
30,Chr06_22113,SRR11749598,1,callus,DH201-2,,3,1.0,0.0794
30,Chr06_22113,SRR11749599,1,callus,DH201-2,,2,1.0,0.0752
30,Chr06_22113,SRR11749600,1,callus,DH201-2,,1,3.0,0.2326
30,Chr06_22113,SRR11749601,1,stem,DH201-2,,3,3.0,0.1983
30,Chr06_22113,SRR11749602,1,callus,GL9,,3,2.0,0.138
30,Chr06_22113,SRR14138141,3,stem,,tension_wood,1,13.0,2.6255
30,Chr06_22113,SRR14138142,3,stem,,opposite_wood,1,14.0,2.9785
30,Chr06_22113,SRR14138143,3,stem,,unbent_control,1,1.0,0.1779
30,Chr06_22113,SRR14138144,3,stem,,tension_wood,2,6.0,1.1015
30,Chr06_22113,SRR14138145,3,stem,,opposite_wood,2,2.0,0.5391
30,Chr06_22113,SRR14138146,3,stem,,unbent_control,2,1.0,0.2219
30,Chr06_22113,SRR5433936,4,stem,,,1,3.0,0.1331
31,Chr06_24996,SRR11749594,1,callus,GL9,,1,131.0,9.6478
31,Chr06_24996,SRR11749595,1,stem,GL9,,3,1728.0,107.5049
31,Chr06_24996,SRR11749596,1,stem,GL9,,2,1939.0,119.2167
31,Chr06_24996,SRR11749597,1,stem,GL9,,1,1779.0,130.9506
31,Chr06_24996,SRR11749598,1,callus,DH201-2,,3,71.0,5.6378
31,Chr06_24996,SRR11749599,1,callus,DH201-2,,2,149.0,11.1995
31,Chr06_24996,SRR11749600,1,callus,DH201-2,,1,13.0,1.0081
31,Chr06_24996,SRR11749601,1,stem,DH201-2,,3,5203.0,343.8724
31,Chr06_24996,SRR11749602,1,callus,GL9,,3,105.0,7.2453
31,Chr06_24996,SRR11749603,1,callus,GL9,,2,114.0,9.1677
31,Chr06_24996,SRR11749604,1,stem,DH201-2,,2,8232.0,556.7975
31,Chr06_24996,SRR11749605,1,stem,DH201-2,,1,6650.0,410.6256
31,Chr06_24996,SRR14138141,3,stem,,tension_wood,1,1.0,0.202
31,Chr06_24996,SRR14138144,3,stem,,tension_wood,2,1.0,0.1836
31,Chr06_24996,SRR5433935,4,leaves,,,1,3.0,0.2083
31,Chr06_24996,SRR5433936,4,stem,,,1,6.0,0.2661
32,Chr06_24998,SRR11749594,1,callus,GL9,,1,292.0,21.505
32,Chr06_24998,SRR11749595,1,stem,GL9,,3,716.0,44.5449
32,Chr06_24998,SRR11749596,1,stem,GL9,,2,689.0,42.3622
32,Chr06_24998,SRR11749597,1,stem,GL9,,1,383.0,28.1923
32,Chr06_24998,SRR11749598,1,callus,DH201-2,,3,584.0,46.3731
32,Chr06_24998,SRR11749599,1,callus,DH201-2,,2,1777.0,133.5676
32,Chr06_24998,SRR11749600,1,callus,DH201-2,,1,398.0,30.8644
32,Chr06_24998,SRR11749601,1,stem,DH201-2,,3,2232.0,147.5155
32,Chr06_24998,SRR11749602,1,callus,GL9,,3,219.0,15.1115
32,Chr06_24998,SRR11749603,1,callus,GL9,,2,310.0,24.9298
32,Chr06_24998,SRR11749604,1,stem,DH201-2,,2,5305.0,358.8206
32,Chr06_24998,SRR11749605,1,stem,DH201-2,,1,2349.0,145.0465
32,Chr06_24998,SRR14138144,3,stem,,tension_wood,2,5.0,0.9179
32,Chr06_24998,SRR14138145,3,stem,,opposite_wood,2,2.0,0.5391
32,Chr06_24998,SRR14138146,3,stem,,unbent_control,2,2.0,0.4438
32,Chr06_24998,SRR5433935,4,leaves,,,1,2.0,0.1389
32,Chr06_24998,SRR5433936,4,stem,,,1,6.0,0.2661
33,Chr07_27100,SRR11749594,1,callus,GL9,,1,22.0,1.6202
33,Chr07_27100,SRR11749595,1,stem,GL9,,3,3.0,0.1866
33,Chr07_27100,SRR11749596,1,stem,GL9,,2,3.0,0.1845
33,Chr07_27100,SRR11749597,1,stem,GL9,,1,4.0,0.2944
33,Chr07_27100,SRR11749598,1,callus,DH201-2,,3,22.0,1.7469
33,Chr07_27100,SRR11749599,1,callus,DH201-2,,2,37.0,2.7811
33,Chr07_27100,SRR11749600,1,callus,DH201-2,,1,68.0,5.2733
33,Chr07_27100,SRR11749601,1,stem,DH201-2,,3,40.0,2.6436
33,Chr07_27100,SRR11749602,1,callus,GL9,,3,22.0,1.5181
33,Chr07_27100,SRR11749603,1,callus,GL9,,2,24.0,1.9301
33,Chr07_27100,SRR11749604,1,stem,DH201-2,,2,20.0,1.3528
33,Chr07_27100,SRR11749605,1,stem,DH201-2,,1,22.0,1.3585
33,Chr07_27100,SRR5433935,4,leaves,,,1,40.0,2.7776
33,Chr07_27100,SRR5433936,4,stem,,,1,454.0,20.1382
34,Chr07_27268,SRR11749594,1,callus,GL9,,1,8.0,0.5892
34,Chr07_27268,SRR11749595,1,stem,GL9,,3,23.0,1.4309
34,Chr07_27268,SRR11749596,1,stem,GL9,,2,14.0,0.8608
34,Chr07_27268,SRR11749597,1,stem,GL9,,1,49.0,3.6068
34,Chr07_27268,SRR11749598,1,callus,DH201-2,,3,6.0,0.4764
34,Chr07_27268,SRR11749599,1,callus,DH201-2,,2,4.0,0.3007
34,Chr07_27268,SRR11749602,1,callus,GL9,,3,583.0,40.2284
34,Chr07_27268,SRR11749603,1,callus,GL9,,2,2.0,0.1608
34,Chr07_27268,SRR11749604,1,stem,DH201-2,,2,1.0,0.0676
34,Chr07_27268,SRR11749605,1,stem,DH201-2,,1,2.0,0.1235
34,Chr07_27268,SRR14138141,3,stem,,tension_wood,1,29.0,5.857
34,Chr07_27268,SRR14138142,3,stem,,opposite_wood,1,21.0,4.4678
34,Chr07_27268,SRR14138144,3,stem,,tension_wood,2,1.0,0.1836
34,Chr07_27268,SRR5433935,4,leaves,,,1,99.0,6.8746
34,Chr07_27268,SRR5433936,4,stem,,,1,987.0,43.7807
35,Chr07_27909,SRR11749594,1,callus,GL9,,1,29.0,2.1358
35,Chr07_27909,SRR11749595,1,stem,GL9,,3,84.0,5.2259
35,Chr07_27909,SRR11749596,1,stem,GL9,,2,220.0,13.5264
35,Chr07_27909,SRR11749597,1,stem,GL9,,1,210.0,15.4579
35,Chr07_27909,SRR11749598,1,callus,DH201-2,,3,35.0,2.7792
35,Chr07_27909,SRR11749599,1,callus,DH201-2,,2,55.0,4.1341
35,Chr07_27909,SRR11749600,1,callus,DH201-2,,1,31.0,2.404
35,Chr07_27909,SRR11749601,1,stem,DH201-2,,3,129.0,8.5258
35,Chr07_27909,SRR11749602,1,callus,GL9,,3,30.0,2.0701
35,Chr07_27909,SRR11749603,1,callus,GL9,,2,30.0,2.4126
35,Chr07_27909,SRR11749604,1,stem,DH201-2,,2,211.0,14.2717
35,Chr07_27909,SRR11749605,1,stem,DH201-2,,1,164.0,10.1267
35,Chr07_27909,SRR14138141,3,stem,,tension_wood,1,18.0,3.6354
35,Chr07_27909,SRR14138142,3,stem,,opposite_wood,1,33.0,7.0208
35,Chr07_27909,SRR14138143,3,stem,,unbent_control,1,126.0,22.4208
35,Chr07_27909,SRR14138144,3,stem,,tension_wood,2,118.0,21.6626
35,Chr07_27909,SRR14138145,3,stem,,opposite_wood,2,18.0,4.8516
35,Chr07_27909,SRR14138146,3,stem,,unbent_control,2,135.0,29.954
35,Chr07_27909,SRR5433935,4,leaves,,,1,3091.0,214.64
35,Chr07_27909,SRR5433936,4,stem,,,1,1552.0,68.8425
36,Chr07_28550,SRR11749594,1,callus,GL9,,1,2658.0,195.7542
36,Chr07_28550,SRR11749595,1,stem,GL9,,3,6514.0,405.2586
36,Chr07_28550,SRR11749596,1,stem,GL9,,2,7331.0,450.7362
36,Chr07_28550,SRR11749597,1,stem,GL9,,1,4429.0,326.0148
36,Chr07_28550,SRR11749598,1,callus,DH201-2,,3,2121.0,168.42
36,Chr07_28550,SRR11749599,1,callus,DH201-2,,2,2408.0,180.9965
36,Chr07_28550,SRR11749600,1,callus,DH201-2,,1,1372.0,106.397
36,Chr07_28550,SRR11749601,1,stem,DH201-2,,3,6559.0,433.4921
36,Chr07_28550,SRR11749602,1,callus,GL9,,3,3271.0,225.7071
36,Chr07_28550,SRR11749603,1,callus,GL9,,2,810.0,65.1392
36,Chr07_28550,SRR11749604,1,stem,DH201-2,,2,4538.0,306.9421
36,Chr07_28550,SRR11749605,1,stem,DH201-2,,1,7622.0,470.6449
36,Chr07_28550,SRR14138142,3,stem,,opposite_wood,1,1.0,0.2128
36,Chr07_28550,SRR14138143,3,stem,,unbent_control,1,3.0,0.5338
36,Chr07_28550,SRR14138144,3,stem,,tension_wood,2,3.0,0.5507
36,Chr07_28550,SRR14138145,3,stem,,opposite_wood,2,1.0,0.2695
36,Chr07_28550,SRR14138146,3,stem,,unbent_control,2,10.0,2.2188
36,Chr07_28550,SRR5433935,4,leaves,,,1,2.0,0.1389
36,Chr07_28550,SRR5433936,4,stem,,,1,14.0,0.621
37,Chr07_28646,SRR11749594,1,callus,GL9,,1,307.0,22.6097
37,Chr07_28646,SRR11749595,1,stem,GL9,,3,39995.0,2488.2283
37,Chr07_28646,SRR11749596,1,stem,GL9,,2,34040.0,2092.9012
37,Chr07_28646,SRR11749597,1,stem,GL9,,1,59209.0,4358.3224
37,Chr07_28646,SRR11749598,1,callus,DH201-2,,3,8619.0,684.3998
37,Chr07_28646,SRR11749599,1,callus,DH201-2,,2,10730.0,806.5167
37,Chr07_28646,SRR11749600,1,callus,DH201-2,,1,5199.0,403.1764
37,Chr07_28646,SRR11749601,1,stem,DH201-2,,3,41369.0,2734.1262
37,Chr07_28646,SRR11749602,1,callus,GL9,,3,7466.0,515.1725
37,Chr07_28646,SRR11749603,1,callus,GL9,,2,211.0,16.9684
37,Chr07_28646,SRR11749604,1,stem,DH201-2,,2,50170.0,3393.4078
37,Chr07_28646,SRR11749605,1,stem,DH201-2,,1,42955.0,2652.3944
37,Chr07_28646,SRR14138141,3,stem,,tension_wood,1,211.0,42.6145
37,Chr07_28646,SRR14138142,3,stem,,opposite_wood,1,170.0,36.168
37,Chr07_28646,SRR14138143,3,stem,,unbent_control,1,223.0,39.6813
37,Chr07_28646,SRR14138144,3,stem,,tension_wood,2,225.0,41.3057
37,Chr07_28646,SRR14138145,3,stem,,opposite_wood,2,174.0,46.8991
37,Chr07_28646,SRR14138146,3,stem,,unbent_control,2,216.0,47.9263
37,Chr07_28646,SRR5433935,4,leaves,,,1,1078.0,74.8567
37,Chr07_28646,SRR5433936,4,stem,,,1,960.0,42.583
38,Chr07_30125,SRR11749601,1,stem,DH201-2,,3,1.0,0.0661
38,Chr07_30125,SRR5433935,4,leaves,,,1,79.0,5.4858
38,Chr07_30125,SRR5433936,4,stem,,,1,10.0,0.4436
39,Chr07_30134,SRR11749594,1,callus,GL9,,1,1.0,0.0736
39,Chr07_30134,SRR11749595,1,stem,GL9,,3,5.0,0.3111
39,Chr07_30134,SRR11749596,1,stem,GL9,,2,16.0,0.9837
39,Chr07_30134,SRR11749597,1,stem,GL9,,1,2.0,0.1472
39,Chr07_30134,SRR11749599,1,callus,DH201-2,,2,1.0,0.0752
39,Chr07_30134,SRR11749601,1,stem,DH201-2,,3,23.0,1.5201
39,Chr07_30134,SRR11749602,1,callus,GL9,,3,1.0,0.069
39,Chr07_30134,SRR11749603,1,callus,GL9,,2,1.0,0.0804
39,Chr07_30134,SRR11749604,1,stem,DH201-2,,2,42.0,2.8408
39,Chr07_30134,SRR11749605,1,stem,DH201-2,,1,15.0,0.9262
39,Chr07_30134,SRR14138142,3,stem,,opposite_wood,1,1.0,0.2128
39,Chr07_30134,SRR14138144,3,stem,,tension_wood,2,1.0,0.1836
39,Chr07_30134,SRR5433935,4,leaves,,,1,81.0,5.6247
39,Chr07_30134,SRR5433936,4,stem,,,1,5.0,0.2218
40,Chr08_30381,SRR11749594,1,callus,GL9,,1,401.0,29.5325
40,Chr08_30381,SRR11749595,1,stem,GL9,,3,283.0,17.6064
40,Chr08_30381,SRR11749596,1,stem,GL9,,2,696.0,42.7926
40,Chr08_30381,SRR11749597,1,stem,GL9,,1,244.0,17.9606
40,Chr08_30381,SRR11749598,1,callus,DH201-2,,3,123.0,9.7669
40,Chr08_30381,SRR11749599,1,callus,DH201-2,,2,786.0,59.0794
40,Chr08_30381,SRR11749600,1,callus,DH201-2,,1,316.0,24.5054
40,Chr08_30381,SRR11749601,1,stem,DH201-2,,3,512.0,33.8387
40,Chr08_30381,SRR11749602,1,callus,GL9,,3,451.0,31.1201
40,Chr08_30381,SRR11749603,1,callus,GL9,,2,175.0,14.0733
40,Chr08_30381,SRR11749604,1,stem,DH201-2,,2,151.0,10.2134
40,Chr08_30381,SRR11749605,1,stem,DH201-2,,1,740.0,45.6937
40,Chr08_30381,SRR14138144,3,stem,,tension_wood,2,2.0,0.3672
40,Chr08_30381,SRR14138145,3,stem,,opposite_wood,2,1.0,0.2695
40,Chr08_30381,SRR14138146,3,stem,,unbent_control,2,3.0,0.6656
40,Chr08_30381,SRR5433935,4,leaves,,,1,5.0,0.3472
40,Chr08_30381,SRR5433936,4,stem,,,1,5.0,0.2218
42,Chr08_30632,SRR11749594,1,callus,GL9,,1,42.0,3.0932
42,Chr08_30632,SRR11749595,1,stem,GL9,,3,13.0,0.8088
42,Chr08_30632,SRR11749596,1,stem,GL9,,2,25.0,1.5371
42,Chr08_30632,SRR11749597,1,stem,GL9,,1,16.0,1.1777
42,Chr08_30632,SRR11749598,1,callus,DH201-2,,3,36.0,2.8586
42,Chr08_30632,SRR11749599,1,callus,DH201-2,,2,36.0,2.7059
42,Chr08_30632,SRR11749600,1,callus,DH201-2,,1,25.0,1.9387
42,Chr08_30632,SRR11749601,1,stem,DH201-2,,3,14.0,0.9253
42,Chr08_30632,SRR11749602,1,callus,GL9,,3,23.0,1.5871
42,Chr08_30632,SRR11749603,1,callus,GL9,,2,51.0,4.1014
42,Chr08_30632,SRR11749604,1,stem,DH201-2,,2,36.0,2.435
42,Chr08_30632,SRR11749605,1,stem,DH201-2,,1,26.0,1.6055
42,Chr08_30632,SRR14138141,3,stem,,tension_wood,1,2.0,0.4039
42,Chr08_30632,SRR14138142,3,stem,,opposite_wood,1,2.0,0.4255
42,Chr08_30632,SRR14138143,3,stem,,unbent_control,1,1.0,0.1779
42,Chr08_30632,SRR14138144,3,stem,,tension_wood,2,2.0,0.3672
42,Chr08_30632,SRR14138145,3,stem,,opposite_wood,2,2.0,0.5391
42,Chr08_30632,SRR14138146,3,stem,,unbent_control,2,2.0,0.4438
42,Chr08_30632,SRR5433935,4,leaves,,,1,138.0,9.5828
42,Chr08_30632,SRR5433936,4,stem,,,1,2.0,0.0887
41,Chr08_30829,SRR11749594,1,callus,GL9,,1,118.0,8.6904
41,Chr08_30829,SRR11749595,1,stem,GL9,,3,34.0,2.1153
41,Chr08_30829,SRR11749596,1,stem,GL9,,2,41.0,2.5208
41,Chr08_30829,SRR11749597,1,stem,GL9,,1,31.0,2.2819
41,Chr08_30829,SRR11749598,1,callus,DH201-2,,3,7.0,0.5558
41,Chr08_30829,SRR11749599,1,callus,DH201-2,,2,16.0,1.2026
41,Chr08_30829,SRR11749600,1,callus,DH201-2,,1,8.0,0.6204
41,Chr08_30829,SRR11749601,1,stem,DH201-2,,3,5.0,0.3305
41,Chr08_30829,SRR11749602,1,callus,GL9,,3,137.0,9.4533
41,Chr08_30829,SRR11749603,1,callus,GL9,,2,77.0,6.1922
41,Chr08_30829,SRR11749604,1,stem,DH201-2,,2,7.0,0.4735
41,Chr08_30829,SRR11749605,1,stem,DH201-2,,1,3.0,0.1852
41,Chr08_30829,SRR14138143,3,stem,,unbent_control,1,1.0,0.1779
41,Chr08_30829,SRR14138145,3,stem,,opposite_wood,2,2.0,0.5391
41,Chr08_30829,SRR14138146,3,stem,,unbent_control,2,4.0,0.8875
41,Chr08_30829,SRR5433935,4,leaves,,,1,24.0,1.6666
41,Chr08_30829,SRR5433936,4,stem,,,1,2417.0,107.2116
43,Chr08_31426,SRR11749594,1,callus,GL9,,1,1921.0,141.4762
43,Chr08_31426,SRR11749595,1,stem,GL9,,3,316.0,19.6595
43,Chr08_31426,SRR11749596,1,stem,GL9,,2,168.0,10.3292
43,Chr08_31426,SRR11749597,1,stem,GL9,,1,161.0,11.8511
43,Chr08_31426,SRR11749600,1,callus,DH201-2,,1,1.0,0.0775
43,Chr08_31426,SRR11749601,1,stem,DH201-2,,3,1.0,0.0661
43,Chr08_31426,SRR11749602,1,callus,GL9,,3,1958.0,135.1069
43,Chr08_31426,SRR11749603,1,callus,GL9,,2,1883.0,151.4285
43,Chr08_31426,SRR14138143,3,stem,,unbent_control,1,1.0,0.1779
43,Chr08_31426,SRR5433935,4,leaves,,,1,2141.0,148.6717
43,Chr08_31426,SRR5433936,4,stem,,,1,1207.0,53.5393
44,Chr08_33849,SRR11749594,1,callus,GL9,,1,143.0,10.5315
44,Chr08_33849,SRR11749595,1,stem,GL9,,3,40.0,2.4885
44,Chr08_33849,SRR11749596,1,stem,GL9,,2,28.0,1.7215
44,Chr08_33849,SRR11749597,1,stem,GL9,,1,41.0,3.018
44,Chr08_33849,SRR11749598,1,callus,DH201-2,,3,18.0,1.4293
44,Chr08_33849,SRR11749599,1,callus,DH201-2,,2,18.0,1.353
44,Chr08_33849,SRR11749600,1,callus,DH201-2,,1,17.0,1.3183
44,Chr08_33849,SRR11749601,1,stem,DH201-2,,3,14.0,0.9253
44,Chr08_33849,SRR11749602,1,callus,GL9,,3,162.0,11.1784
44,Chr08_33849,SRR11749603,1,callus,GL9,,2,143.0,11.4999
44,Chr08_33849,SRR11749604,1,stem,DH201-2,,2,16.0,1.0822
44,Chr08_33849,SRR11749605,1,stem,DH201-2,,1,13.0,0.8027
44,Chr08_33849,SRR5433935,4,leaves,,,1,448.0,31.1093
44,Chr08_33849,SRR5433936,4,stem,,,1,61.0,2.7058
45,Chr08_34494,SRR11749594,1,callus,GL9,,1,41.0,3.0195
45,Chr08_34494,SRR11749595,1,stem,GL9,,3,8.0,0.4977
45,Chr08_34494,SRR11749596,1,stem,GL9,,2,9.0,0.5534
45,Chr08_34494,SRR11749597,1,stem,GL9,,1,1.0,0.0736
45,Chr08_34494,SRR11749598,1,callus,DH201-2,,3,155.0,12.3079
45,Chr08_34494,SRR11749599,1,callus,DH201-2,,2,318.0,23.9024
45,Chr08_34494,SRR11749600,1,callus,DH201-2,,1,330.0,25.5911
45,Chr08_34494,SRR11749601,1,stem,DH201-2,,3,9.0,0.5948
45,Chr08_34494,SRR11749602,1,callus,GL9,,3,37.0,2.5531
45,Chr08_34494,SRR11749603,1,callus,GL9,,2,28.0,2.2517
45,Chr08_34494,SRR11749604,1,stem,DH201-2,,2,21.0,1.4204
45,Chr08_34494,SRR11749605,1,stem,DH201-2,,1,23.0,1.4202
